rounds,total_actions,regret,other,bandit,learner
13,625,0.0,0.0,multi_armed_bandit,BatchRacing
48,2375,0.0,0.0,multi_armed_bandit,BatchRacing
31,1525,0.0,0.0,multi_armed_bandit,BatchRacing
32,1575,0.0,0.0,multi_armed_bandit,BatchRacing
18,875,0.0,0.0,multi_armed_bandit,BatchRacing
32,1575,0.0,0.0,multi_armed_bandit,BatchRacing
40,1975,0.0,0.0,multi_armed_bandit,BatchRacing
35,1725,0.0,0.0,multi_armed_bandit,BatchRacing
32,1575,0.0,0.0,multi_armed_bandit,BatchRacing
45,2225,0.0,0.0,multi_armed_bandit,BatchRacing
47,2325,0.0,0.0,multi_armed_bandit,BatchRacing
47,2325,0.0,0.0,multi_armed_bandit,BatchRacing
52,2575,0.0,0.0,multi_armed_bandit,BatchRacing
63,3125,0.0,0.0,multi_armed_bandit,BatchRacing
58,2875,0.0,0.0,multi_armed_bandit,BatchRacing
58,2875,0.0,0.0,multi_armed_bandit,BatchRacing
60,2975,0.0,0.0,multi_armed_bandit,BatchRacing
40,1975,0.0,0.0,multi_armed_bandit,BatchRacing
54,2675,0.0,0.0,multi_armed_bandit,BatchRacing
54,2675,0.0,0.0,multi_armed_bandit,BatchRacing
6,300,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
7,350,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
7,350,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
9,450,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
8,400,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
9,450,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
7,350,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
8,400,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
12,600,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
12,600,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
12,600,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
8,400,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
13,650,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
17,850,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
15,750,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
14,700,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
14,700,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
18,900,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
16,800,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
1000,50000,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
160,162,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
160,162,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
288,290,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
437,439,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
533,535,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
570,572,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
314,316,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
581,583,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
682,684,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
922,924,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
698,700,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
474,476,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
800,802,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
821,823,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
752,754,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
736,738,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1066,1068,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1093,1095,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1205,1207,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1621,1623,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
